Time[Hrs],MTL-FL-2W_DS[mCD],MTL-FL-2W_US[mCD],MTL-FL-2W_Area[km2],MTL-FL-2W_power[MW],MTL-FL-2W_turbQ[m3/s],MTL-FL-2W_SlQ[m3/s],MTL-FL-2W_Mode[-],energy[MWh],value[Currency]
19.6583,0.5902,-1.31467,30.3142,182.475,-17567.7,0,3,3040.68,3040.68
19.7167,0.7218,-1.19543,31.5649,185.32,-17636.1,0,3,3051.49,3051.49
19.775,0.8463,-1.0803,32.7726,187.477,-17687.9,0,3,3062.43,3062.43
19.8333,0.961333,-0.968949,33.9407,188.323,-17708.2,0,3,3073.41,3073.41
19.8917,1.07637,-0.860998,34.9559,189.953,-17747.4,0,3,3084.49,3084.49
19.95,1.1914,-0.755772,35.8812,192.21,-17801.6,0,3,3095.71,3095.71
20.0083,1.3073,-0.652882,36.7858,195.205,-17873.6,0,3,3107.09,3107.09
20.0667,1.4284,-0.552062,37.6723,199.872,-17985.8,0,3,3118.75,3118.75
20.125,1.5495,-0.452949,38.5438,204.939,-18106.4,0,3,3130.71,3130.71
20.1833,1.6706,-0.355384,39.4017,210.418,-18227.3,0,3,3142.98,3142.98
20.2417,1.7917,-0.259269,40.2468,216.233,-18355.6,0,3,3155.6,3155.6
20.3,1.9124,-0.164474,41.0803,222.263,-18488.6,0,3,3168.56,3168.56
20.3583,2.03303,-0.0708987,41.9031,228.572,-18627.6,0,3,3181.89,3181.89
20.4167,2.15367,0.021558,42.716,235.203,-18772.3,0,3,3195.61,3195.61
20.475,2.2743,0.113085,43.4264,242.053,-18921.8,0,3,3209.73,3209.73
20.5333,2.3704,0.203959,44.0263,243.283,-18948.6,0,3,3223.93,3223.93
20.5917,2.4481,0.293737,44.619,240.44,-18886.6,0,3,3237.95,3237.95
20.65,2.5258,0.38205,45.202,237.942,-18832.1,0,3,3251.83,3251.83
20.7083,2.6035,0.468989,45.7759,235.768,-18784.6,0,3,3265.58,3265.58
20.7667,2.68913,0.554636,46.3413,235.765,-18784.6,0,3,3279.34,3279.34
20.825,2.7946,0.63925,46.8999,240.672,-18891.7,0,3,3293.38,3293.38
20.8833,2.90007,0.723342,47.4551,245.703,-19001.5,0,3,3307.71,3307.71
20.9417,3.00553,0.806942,48.007,250.849,-19113.8,0,3,3322.34,3322.34
21,3.111,0.890077,48.5558,256.157,-19220.2,0,3,3337.28,3337.28
21.0583,3.1747,0.972738,49.1015,251.647,-19130.3,0,3,3351.96,3351.96
21.1167,3.2384,1.05411,49.6387,247.483,-19040.3,0,3,3366.4,3366.4
21.175,3.3021,1.13426,50.1419,243.613,-18955.8,0,3,3380.61,3380.61
21.2333,3.3658,1.21326,50.6316,240.011,-18877.2,0,3,3394.61,3394.61
21.2917,3.43,1.29118,51.1146,236.782,-18806.8,0,3,3408.42,3408.42
21.35,3.4944,1.36809,51.5913,233.838,-18742.5,0,3,3422.06,3422.06
21.4083,3.5588,1.44403,52.0621,231.121,-18683.2,0,3,3435.55,3435.55
21.4667,3.6232,1.51906,52.5272,228.621,-18628.7,0,3,3448.88,3448.88
21.525,3.6841,1.59321,52.9868,225.525,-18560.6,0,3,3462.04,3462.04
21.5833,3.74033,1.66646,53.4408,221.565,-18473.2,0,3,3474.96,3474.96
21.6417,3.79657,1.73875,53.8889,217.828,-18390.8,0,3,3487.67,3487.67
21.7,3.8528,1.81012,54.3313,214.304,-18313,0,3,3500.17,3500.17
21.7583,3.90593,1.88062,54.7683,210.261,-18223.8,0,3,3512.44,3512.44
21.8167,3.94047,1.95022,55.1998,202.124,-18039.9,0,3,3524.23,3524.23
21.875,3.975,2.01859,55.6236,194.336,-17852.7,0,3,3535.56,3535.56
21.9333,4.00953,2.08575,56.0198,186.826,-17672.3,0,3,3546.46,3546.46
21.9917,4.04407,2.15181,56.3453,179.592,-17494.9,0,3,3556.94,3556.94
22.05,4.1036,2.21683,56.6656,178.345,-17462.4,0,3,3567.34,3567.34
22.1083,4.1673,2.28136,56.9836,178.155,-17457.4,0,3,3577.73,3577.73
22.1667,4.231,2.34552,57.2997,178.051,-17454.7,0,3,3588.12,3588.12
22.225,4.2947,2.40931,57.614,178.029,-17454.1,0,3,3598.5,3598.5
22.2833,4.31307,2.47276,57.9266,167.776,-17187,0,3,3608.29,3608.29
22.3417,4.29743,2.5349,58.2327,150.189,-16726.1,0,3,3617.05,3617.05
22.4,4.2818,2.59507,58.5292,133.194,-16271.7,0,3,3624.82,3624.82
22.4583,4.26617,2.65331,58.8161,116.801,-15804.7,0,3,3631.64,3631.64
22.5167,4.2534,2.70961,59.0935,101.635,-15346,0,3,3637.56,3637.56
22.575,4.2478,2.76402,59.3615,88.5369,-14936.5,0,3,3642.73,3642.73
22.6333,4.2422,2.81674,59.6213,75.933,-14521.8,0,3,3647.16,3647.16
22.6917,4.2366,2.86778,59.8728,63.7865,-14119,0,3,3650.88,3650.88
22.75,4.231,2.9172,60.1163,52.0617,-13727.7,0,3,3653.92,3653.92
22.8083,4.20603,2.96506,60.3521,36.7221,-13163.2,0,3,3656.06,3656.06
22.8667,4.18107,3.01078,60.5773,21.9663,-12593,0,3,3657.34,3657.34
22.925,4.1561,3.05436,60.792,7.77934,-12024.3,0,3,3657.79,3657.79
22.9833,4.13113,3.09583,60.9942,2.61939,-11447.6,0,3,3657.95,3657.95
23.0417,4.0825,3.13518,61.1849,0,-10833.6,-0,1,3657.95,3657.95
23.1,4.0244,3.17231,61.3647,0,-10274.6,-31753.8,1,3657.95,3657.95
23.1583,3.9663,3.31533,62.0577,0,-8980.56,-96760.3,1,3657.95,3657.95
23.2167,3.9082,3.66829,63.7677,0,-5451.91,-104156,1,3657.95,3657.95
23.275,3.848,3.848,64.6384,0,0,0,4,3657.95,3657.95
23.3333,3.785,3.848,64.6384,0,-67.6043,0,4,3657.95,3657.95
23.3917,3.722,3.84822,64.6395,0,-472.198,0,4,3657.95,3657.95
23.45,3.659,3.84975,64.6469,0,-1265.35,0,4,3657.95,3657.95
23.5083,3.59857,3.85386,64.6669,0,-2109.84,0,4,3657.95,3657.95
23.5667,3.55353,3.86071,64.7,0,-2566.66,0,4,3657.95,3657.95
23.625,3.5085,3.86904,64.7404,0,-3012.52,0,4,3657.95,3657.95
23.6833,3.46347,3.87881,64.7877,0,-3470.42,0,4,3657.95,3657.95
23.7417,3.41843,3.89005,64.8422,0,-3940.65,0,4,3657.95,3657.95
23.8,3.3212,3.90281,64.904,0,-4859.67,0,4,3657.95,3657.95
23.8583,3.21527,3.91852,64.9801,0,-5876.11,0,4,3657.95,3657.95
23.9167,3.10933,3.9375,65.0721,0,-6919.8,0,4,3657.95,3657.95
23.975,3.0034,3.95981,65.1802,0,-7991.37,0,4,3657.95,3657.95
24.0333,2.9124,3.98554,65.3048,-5.42617,-8832.3,0,4,3657.63,3657.63
24.0917,2.8326,4.01391,65.4423,-24.2479,-9513.33,0,4,3656.21,3656.21
24.15,2.7528,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.2083,2.673,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.2667,2.58553,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.325,2.4789,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.3833,2.37227,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.4417,2.26563,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.5,2.159,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.5583,2.0617,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.6167,1.9644,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.675,1.8671,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.7333,1.7698,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.7917,1.67017,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.85,1.5696,4.0444,65.59,0,0,0,2,3656.21,3656.21
24.9083,1.46903,4.0444,65.59,0,0,0,3,3656.21,3656.21
24.9667,1.36847,4.0444,65.59,47.0744,2731.43,0,3,3658.96,3658.96
25.025,1.2636,4.03565,65.5476,174.828,9709.58,0,3,3669.16,3669.16
25.0833,1.153,4.00451,65.3967,325.817,17474.3,0,3,3688.17,3688.17
25.1417,1.0424,3.94828,65.1243,419.464,21982.9,0,3,3712.63,3712.63
25.2,0.9318,3.87721,64.7799,434.125,22381.9,0,3,3737.96,3737.96
25.2583,0.822633,3.80445,64.4275,443.364,22525.7,0,3,3763.82,3763.82
25.3167,0.722067,3.73083,64.0707,450.216,22632.1,0,3,3790.08,3790.08
25.375,0.6215,3.65644,63.7103,456.911,22735.6,0,3,3816.74,3816.74
25.4333,0.520933,3.58128,63.3462,463.409,22835.9,0,3,3843.77,3843.77
25.4917,0.420367,3.50536,62.9784,469.711,22933.3,0,3,3871.17,3871.17
25.55,0.3248,3.42866,62.6068,474.544,23009.4,0,3,3898.85,3898.85
25.6083,0.230067,3.35125,62.2317,479.008,23084.6,0,3,3926.79,3926.79
25.6667,0.135333,3.27311,61.8531,483.285,23156.8,0,3,3954.98,3954.98
25.725,0.0406,3.19425,61.471,487.374,23225.7,0,3,3983.41,3983.41
25.7833,-0.0524,3.11465,61.0854,490.829,23284,0,3,4012.05,4012.05
25.8417,-0.1441,3.03435,60.6934,493.765,23333.5,0,3,4040.85,4040.85
25.9,-0.2358,2.95335,60.2943,496.523,23380,0,3,4069.81,4069.81
25.9583,-0.3275,2.87165,59.8918,499.099,23423.5,0,3,4098.93,4098.93
26.0167,-0.418867,2.78924,59.4858,501.422,23459.2,0,3,4128.18,4128.18
26.075,-0.5094,2.70614,59.0764,503.351,23488.5,0,3,4157.54,4157.54
26.1333,-0.599933,2.62235,58.6636,505.102,23515.2,0,3,4187,4187
26.1917,-0.690467,2.53787,58.2473,506.674,23539.1,0,3,4216.56,4216.56
26.25,-0.781,2.4527,57.8277,508.066,23560.3,0,3,4246.2,4246.2
26.3083,-0.8685,2.36682,57.4046,508.488,23566.7,0,3,4275.86,4275.86
26.3667,-0.956,2.28029,56.9783,508.739,23570.5,0,3,4305.53,4305.53
26.425,-1.0435,2.19309,56.5487,508.817,23571.7,0,3,4335.22,4335.22
26.4833,-1.131,2.10522,56.1157,508.72,23570.2,0,3,4364.89,4364.89
26.5417,-1.21683,2.01661,55.6113,508.001,23559.3,0,3,4394.52,4394.52
26.6,-1.302,1.9272,55.0571,506.899,23542.5,0,3,4424.09,4424.09
26.6583,-1.38717,1.83695,54.4976,505.578,23522.4,0,3,4453.59,4453.59
26.7167,-1.47233,1.74583,53.9328,504.035,23498.9,0,3,4482.99,4482.99
26.775,-1.5563,1.65385,53.3627,501.953,23467.3,0,3,4512.27,4512.27
26.8333,-1.63867,1.561,52.7871,499.232,23425.7,0,3,4541.39,4541.39
26.8917,-1.72103,1.46729,52.2062,496.309,23376.4,0,3,4570.34,4570.34
26.95,-1.8034,1.37273,51.6201,493.166,23323.4,0,3,4599.11,4599.11
27.0083,-1.8849,1.27729,51.0285,489.576,23262.9,0,3,4627.67,4627.67
27.0667,-1.9612,1.181,50.4316,484.423,23176,0,3,4655.93,4655.93
27.125,-2.0375,1.08391,49.8298,479.066,23085.6,0,3,4683.87,4683.87
27.1833,-2.1138,0.985991,49.189,473.495,22991.8,0,3,4711.49,4711.49
27.2417,-2.1901,0.887178,48.5367,467.738,22902.8,0,3,4738.78,4738.78
27.3,-2.2628,0.787409,47.878,460.816,22795.9,0,3,4765.66,4765.66
27.3583,-2.3349,0.686724,47.2133,453.506,22683,0,3,4792.11,4792.11
27.4167,-2.407,0.585111,46.5425,445.975,22566.4,0,3,4818.13,4818.13
27.475,-2.4791,0.482545,45.8654,438.245,22446,0,3,4843.69,4843.69
27.5333,-2.54973,0.379002,45.1819,429.896,22316,0,3,4868.77,4868.77
27.5917,-2.61927,0.274482,44.4919,421.032,22177.8,0,3,4893.33,4893.33
27.65,-2.6888,0.168978,43.7954,411.982,22035.7,0,3,4917.36,4917.36
27.7083,-2.75833,0.0624406,43.0755,402.671,21889.5,0,3,4940.85,4940.85
27.7667,-2.82687,-0.0454625,42.1267,392.805,21726.6,0,3,4963.76,4963.76
27.825,-2.8929,-0.155021,41.1634,381.946,21537.4,0,3,4986.04,4986.04
27.8833,-2.95893,-0.266218,40.1857,370.694,21341.2,0,3,5007.67,5007.67
27.9417,-3.02497,-0.379136,39.1928,359.099,21137.4,0,3,5028.62,5028.62
28,-3.091,-0.49387,38.184,347.062,20925.8,0,3,5048.86,5048.86
28.0583,-3.14677,-0.610522,37.1583,332.146,20661.2,0,3,5068.24,5068.24
28.1167,-3.20253,-0.728948,36.117,316.857,20388.9,0,3,5086.72,5086.72
28.175,-3.2583,-0.84926,35.0592,301.192,20108.4,0,3,5104.29,5104.29
28.2333,-3.31407,-0.971711,33.9117,285.146,19795.9,0,3,5120.92,5120.92
28.2917,-3.36817,-1.09671,32.6005,268.176,19459.7,0,3,5136.57,5136.57
28.35,-3.4216,-1.2247,31.2579,250.45,19105.1,0,3,5151.18,5151.18
28.4083,-3.47503,-1.35595,29.8812,232.138,18705.4,0,3,5164.72,5164.72
28.4667,-3.52847,-1.49059,28.4689,213.187,18288.4,0,3,5177.15,5177.15
28.525,-3.5794,-1.62902,27.0168,192.949,17819.4,0,3,5188.41,5188.41
28.5833,-3.627,-1.77147,25.5226,171.239,17277.2,0,3,5198.4,5198.4
28.6417,-3.6746,-1.91804,23.9851,148.848,16690.7,0,3,5207.08,5207.08
28.7,-3.7222,-2.06822,22.6917,125.925,16064.6,0,3,5214.43,5214.43
28.7583,-3.76847,-2.22125,21.3987,102.384,15368.9,0,3,5220.4,5220.4
28.8167,-3.80673,-2.37686,20.0839,76.8872,14553.2,0,3,5224.88,5224.88
28.875,-3.845,-2.53424,18.7541,51.4149,13706.1,0,3,5227.88,5227.88
28.9333,-3.88327,-2.69342,17.4091,26.0143,12755.2,0,3,5229.4,5229.4
28.9917,-3.92153,-2.85351,16.0564,5.04719,11732,0,3,5229.69,5229.69
29.05,-3.9494,-3.01321,14.7963,0,10769.7,0,1,5229.69,5229.69
29.1083,-3.97553,-3.17238,13.6223,0,9975.21,30828.5,1,5229.69,5229.69
29.1667,-4.00167,-3.97028,7.85597,0,1971.86,21245.6,1,5229.69,5229.69
29.225,-4.0278,-4.0278,7.60175,0,0,0,4,5229.69,5229.69
29.2833,-4.04247,-4.0278,7.60175,0,15.7386,0,4,5229.69,5229.69
29.3417,-4.04853,-4.02823,7.59983,0,75.9385,0,4,5229.69,5229.69
29.4,-4.0546,-4.03033,7.59055,0,160.964,0,4,5229.69,5229.69
29.4583,-4.06067,-4.03479,7.57084,0,213.823,0,4,5229.69,5229.69
29.5167,-4.0622,-4.04073,7.54458,0,179.353,0,4,5229.69,5229.69
29.575,-4.0524,-4.04573,7.52248,0,55.6944,0,4,5229.69,5229.69
29.6333,-4.0426,-4.0426,7.53633,0,0,0,4,5229.69,5229.69
29.6917,-4.0328,-4.0426,7.53633,0,81.8844,0,4,5229.69,5229.69
29.75,-4.023,-4.04488,7.52624,0,182.846,0,4,5229.69,5229.69
29.8083,-3.9957,-4.04999,7.50366,0,453.646,0,4,5229.69,5229.69
29.8667,-3.9684,-4.06274,7.44733,0,788.233,0,4,5229.69,5229.69
29.925,-3.9411,-4.08511,7.34843,0,1203.3,0,4,5229.69,5229.69
29.9833,-3.9138,-4.11986,7.19484,0,1721.76,0,4,5229.69,5229.69
30.0417,-3.86017,-4.17092,6.96918,0,2596.49,0,4,5229.69,5229.69
30.1,-3.796,-4.2512,6.61433,0,3803.44,0,4,5229.69,5229.69
30.1583,-3.73183,-4.37727,6.05712,0,5392.95,0,4,5229.69,5229.69
30.2167,-3.66767,-4.5791,5.16501,0,7615.56,0,4,5229.69,5229.69
30.275,-3.5951,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.3333,-3.51133,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.3917,-3.42757,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.45,-3.3438,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.5083,-3.25597,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.5667,-3.14373,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.625,-3.0315,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.6833,-2.91927,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.7417,-2.80703,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.8,-2.67,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.8583,-2.52883,-4.94344,3.61405,0,0,0,2,5229.69,5229.69
30.9167,-2.38767,-4.94344,3.61405,0,0,0,3,5229.69,5229.69
30.975,-2.2465,-4.94344,3.61405,47.7415,-2743.15,0,3,5232.48,5232.48
31.0333,-2.09667,-4.79611,4.20585,166.718,-9568.3,0,3,5242.2,5242.2
31.0917,-1.94033,-4.40057,5.95413,248.978,-16140.5,0,3,5256.73,5256.73
31.15,-1.784,-3.91879,8.11672,233.257,-18580.8,0,3,5270.33,5270.33
31.2083,-1.62767,-3.51291,11.1105,177.997,-17453.3,0,3,5280.72,5280.72
31.2667,-1.47087,-3.2129,13.3234,145.584,-16604.6,0,3,5289.21,5289.21
31.325,-1.3129,-2.96781,15.1312,126.133,-16070.5,0,3,5296.57,5296.57
31.3833,-1.15493,-2.75691,16.8726,114.386,-15735.9,0,3,5303.24,5303.24
31.4417,-0.996967,-2.56982,18.4534,108.001,-15541.1,0,3,5309.54,5309.54
31.5,-0.839,-2.3996,19.8918,105.316,-15458.8,0,3,5315.68,5315.68
31.5583,-0.6794,-2.24169,21.226,105.687,-15470.2,0,3,5321.85,5321.85
31.6167,-0.5198,-2.09304,22.4821,108.085,-15543.7,0,3,5328.15,5328.15
31.675,-0.3602,-1.9516,23.6771,112.065,-15665.7,0,3,5334.69,5334.69
31.7333,-0.2006,-1.81657,25.0495,117.492,-15824.4,0,3,5341.54,5341.54
31.7917,-0.0395,-1.6874,26.4044,124.578,-16026.3,0,3,5348.81,5348.81
31.85,0.1222,-1.56302,27.7092,132.858,-16262.1,0,3,5356.56,5356.56
31.9083,0.2839,-1.44252,28.9731,142.075,-16512.1,0,3,5364.85,5364.85
31.9667,0.4456,-1.32532,30.2025,152.076,-16775.8,0,3,5373.72,5373.72
32.025,0.6027,-1.21095,31.4022,161.714,-17029,0,3,5383.15,5383.15
32.0833,0.753667,-1.09916,32.5748,170.624,-17261.2,0,3,5393.11,5393.11
32.1417,0.904633,-0.989806,33.7219,180.088,-17507.8,0,3,5403.61,5403.61
32.2,1.0556,-0.882442,34.7674,190.109,-17751.1,0,3,5414.7,5414.7
32.2583,1.2048,-0.776638,35.6977,200.097,-17991.2,0,3,5426.37,5426.37
32.3167,1.3434,-0.672146,36.6165,207.988,-18173.7,0,3,5438.51,5438.51
32.375,1.482,-0.56919,37.5217,216.285,-18356.7,0,3,5451.12,5451.12
32.4333,1.6206,-0.46766,38.4145,224.914,-18547.1,0,3,5464.24,5464.24
32.4917,1.7592,-0.367418,39.2958,233.911,-18744.1,0,3,5477.89,5477.89
32.55,1.8868,-0.268347,40.167,240.625,-18890.6,0,3,5491.92,5491.92
32.6083,2.01257,-0.170628,41.0262,247.225,-19034.7,0,3,5506.35,5506.35
32.6667,2.13833,-0.0741923,41.8741,254.16,-19180.4,0,3,5521.17,5521.17
32.725,2.2641,0.0210456,42.7115,261.421,-19325.1,0,3,5536.42,5536.42
32.7833,2.384,0.115257,43.4407,267.532,-19446.9,0,3,5552.03,5552.03
32.8417,2.4995,0.208605,44.057,272.801,-19551.9,0,3,5567.94,5567.94
32.9,2.615,0.301158,44.668,278.293,-19660.7,0,3,5584.17,5584.17
32.9583,2.7305,0.392967,45.2741,283.987,-19773,0,3,5600.74,5600.74
33.0167,2.839,0.484077,45.8755,288.166,-19855.4,0,3,5617.55,5617.55
33.075,2.93,0.574381,46.4717,288.333,-19858.7,0,3,5634.37,5634.37
33.1333,3.021,0.663555,47.0604,288.772,-19867.4,0,3,5651.21,5651.21
33.1917,3.112,0.751666,47.6421,289.466,-19881.1,0,3,5668.1,5668.1
33.25,3.203,0.838774,48.2171,290.402,-19899.5,0,3,5685.04,5685.04
33.3083,3.29283,0.924934,48.7859,291.284,-19917,0,3,5702.03,5702.03
33.3667,3.38267,1.01018,49.3486,292.388,-19938.7,0,3,5719.09,5719.09
33.425,3.4725,1.09456,49.8958,293.698,-19964.6,0,3,5736.22,5736.22
33.4833,3.56233,1.17815,50.4139,295.198,-19994.2,0,3,5753.44,5753.44
33.5417,3.64017,1.26101,50.9276,293.989,-19970.3,0,3,5770.59,5770.59
33.6,3.7132,1.34295,51.4355,291.849,-19928.1,0,3,5787.61,5787.61
33.6583,3.78623,1.42392,51.9374,289.942,-19890.5,0,3,5804.53,5804.53
33.7167,3.85927,1.50396,52.4335,288.258,-19857.3,0,3,5821.34,5821.34
33.775,3.9238,1.58312,52.9242,284.743,-19787.9,0,3,5837.95,5837.95
33.8333,3.977,1.66128,53.4087,278.745,-19669.6,0,3,5854.21,5854.21
33.8917,4.0302,1.73827,53.886,273.046,-19556.8,0,3,5870.14,5870.14
33.95,4.0834,1.81416,54.3564,267.651,-19449.2,0,3,5885.75,5885.75
34.0083,4.1364,1.88898,54.8201,262.46,-19345.8,0,3,5901.06,5901.06
34.0667,4.1882,1.96278,55.2776,257.227,-19241.5,0,3,5916.07,5916.07
34.125,4.24,2.03558,55.7289,252.232,-19141.9,0,3,5930.78,5930.78
34.1833,4.2918,2.10746,56.1268,247.496,-19040.6,0,3,5945.22,5945.22
34.2417,4.3436,2.17847,56.4767,242.973,-18941.9,0,3,5959.39,5959.39
34.3,4.3898,2.24869,56.8226,237.321,-18818.5,0,3,5973.24,5973.24
34.3583,4.43507,2.31803,57.1642,231.655,-18694.9,0,3,5986.75,5986.75
34.4167,4.48033,2.38651,57.5016,226.209,-18575.7,0,3,5999.94,5999.94
34.475,4.5256,2.45415,57.8349,221.001,-18460.8,0,3,6012.84,6012.84
34.5333,4.5634,2.52099,58.1642,214.241,-18311.6,0,3,6025.33,6025.33
34.5917,4.5956,2.58692,58.489,206.389,-18138.4,0,3,6037.37,6037.37
34.65,4.6278,2.65187,58.809,198.83,-17960.7,0,3,6048.97,6048.97
34.7083,4.66,2.71583,59.1241,191.519,-17785,0,3,6060.14,6060.14
34.7667,4.6852,2.77884,59.4346,182.818,-17575.9,0,3,6070.81,6070.81
34.825,4.6929,2.84078,59.7397,170.464,-17257,0,3,6080.75,6080.75
34.8833,4.7006,2.90129,60.0379,158.454,-16944.1,0,3,6089.99,6089.99
34.9417,4.7083,2.96041,60.3291,146.899,-16639.3,0,3,6098.56,6098.56
35,4.716,3.0182,60.6138,135.651,-16341.7,0,3,6106.48,6106.48
35.0583,4.702,3.07468,60.8918,120.009,-15896.1,0,3,6113.48,6113.48
35.1167,4.688,3.12939,61.1568,104.881,-15445.5,0,3,6119.6,6119.6
35.175,4.674,3.18231,61.4132,90.245,-14992.7,0,3,6124.86,6124.86
35.2333,4.66,3.23348,61.6611,76.1632,-14529.3,0,3,6129.3,6129.3
35.2917,4.6285,3.28286,61.9004,58.8468,-13954.2,0,3,6132.74,6132.74
35.35,4.59,3.33012,62.1293,40.6953,-13312.7,0,3,6135.11,6135.11
35.4083,4.5515,3.37504,62.3469,23.2453,-12644.2,0,3,6136.47,6136.47
35.4667,4.513,3.41755,62.5529,7.08137,-11970.3,0,3,6136.88,6136.88
35.525,4.474,3.45768,62.7473,1.21097,-11282.6,0,3,6136.95,6136.95
35.5833,4.43433,3.49538,62.93,0,-10785.6,-0,1,6136.95,6136.95
35.6417,4.39467,3.53133,63.1042,0,-10342.2,-31962.8,1,6136.95,6136.95
35.7,4.355,3.67136,63.7826,0,-9203.18,-99158.8,1,6136.95,6136.95
35.7583,4.3124,4.02342,65.4884,0,-5983.48,-114311,1,6136.95,6136.95
35.8167,4.2522,4.2522,65.8643,0,0,0,4,6136.95,6136.95
35.875,4.192,4.2522,65.8643,0,-64.5996,0,4,6136.95,6136.95
35.9333,4.1318,4.25241,65.8645,0,-451.197,0,4,6136.95,6136.95
35.9917,4.0716,4.25384,65.8657,0,-1208.9,0,4,6136.95,6136.95
36.05,4.006,4.2577,65.8688,0,-2080.1,0,4,6136.95,6136.95
36.1083,3.9395,4.26433,65.8743,0,-2714.14,0,4,6136.95,6136.95
36.1667,3.873,4.27298,65.8814,0,-3342.07,0,4,6136.95,6136.95
36.225,3.8065,4.28363,65.8902,0,-3986.72,0,4,6136.95,6136.95
36.2833,3.73093,4.29634,65.9007,0,-4724.28,0,4,6136.95,6136.95
36.3417,3.64857,4.31139,65.9131,0,-5538.28,0,4,6136.95,6136.95
36.4,3.5662,4.32904,65.9277,0,-6373.92,0,4,6136.95,6136.95
36.4583,3.48383,4.34934,65.9444,0,-7231.76,0,4,6136.95,6136.95
36.5167,3.3986,4.37236,65.9634,0,-8136.32,0,4,6136.95,6136.95
36.575,3.3062,4.39826,65.9848,-6.83022,-8955.65,0,4,6136.55,6136.55
36.6333,3.2138,4.42676,66.0083,-30.8383,-9706.41,0,4,6134.75,6134.75
36.6917,3.1214,4.45763,66.0337,0,0,0,2,6134.75,6134.75
36.75,3.029,4.45763,66.0337,0,0,0,2,6134.75,6134.75
36.8083,2.9247,4.45763,66.0337,0,0,0,2,6134.75,6134.75
36.8667,2.8204,4.45763,66.0337,0,0,0,2,6134.75,6134.75
36.925,2.7161,4.45763,66.0337,0,0,0,2,6134.75,6134.75
36.9833,2.6118,4.45763,66.0337,0,0,0,2,6134.75,6134.75
37.0417,2.50733,4.45763,66.0337,0,0,0,2,6134.75,6134.75
37.1,2.4028,4.45763,66.0337,0,0,0,2,6134.75,6134.75
37.1583,2.29827,4.45763,66.0337,0,0,0,2,6134.75,6134.75
37.2167,2.19373,4.45763,66.0337,0,0,0,2,6134.75,6134.75
37.275,2.0906,4.45763,66.0337,0,0,0,2,6134.75,6134.75
37.3333,1.98933,4.45763,66.0337,0,0,0,2,6134.75,6134.75
37.3917,1.88807,4.45763,66.0337,0,0,0,3,6134.75,6134.75
37.45,1.7868,4.45763,66.0337,46.9123,2728.58,0,3,6137.49,6137.49
37.5083,1.68497,4.44895,66.0266,173.927,9693.89,0,3,6147.63,6147.63
37.5667,1.57973,4.41812,66.0012,323.195,17433.1,0,3,6166.49,6166.49
37.625,1.4745,4.36263,65.9554,415.034,21913.5,0,3,6190.7,6190.7
37.6833,1.36927,4.29283,65.8978,428.583,22295.5,0,3,6215.7,6215.7
37.7417,1.26403,4.22174,65.8392,437.247,22430.5,0,3,6241.2,6241.2
37.8,1.1642,4.15017,65.7802,444.416,22542.1,0,3,6267.13,6267.13
37.8583,1.06527,4.07817,65.7208,451.276,22648.5,0,3,6293.45,6293.45
37.9167,0.966333,4.00563,65.4021,458.024,22752.8,0,3,6320.17,6320.17
37.975,0.8674,3.93237,65.0472,464.591,22854.2,0,3,6347.27,6347.27
38.0333,0.768867,3.85838,64.6887,470.868,22951.2,0,3,6374.74,6374.74
38.0917,0.670633,3.78367,64.3268,476.907,23049.2,0,3,6402.56,6402.56
38.15,0.5724,3.70821,63.9611,482.776,23148.2,0,3,6430.72,6430.72
38.2083,0.474167,3.63199,63.5919,488.448,23243.9,0,3,6459.21,6459.21
38.2667,0.3746,3.555,63.2189,494.268,23342,0,3,6488.05,6488.05
38.325,0.2717,3.47723,62.8421,500.755,23449,0,3,6517.26,6517.26
38.3833,0.1688,3.39863,62.4613,507.063,23545,0,3,6546.84,6546.84
38.4417,0.0659,3.31923,62.0766,513.163,23637.8,0,3,6576.77,6576.77
38.5,-0.037,3.23901,61.6879,519.051,23727.5,0,3,6607.05,6607.05
38.5583,-0.135233,3.15798,61.2953,523.517,23795.4,0,3,6637.59,6637.59
