Time[Hrs],MTL-FX-EB_DS[mCD],MTL-FX-EB_US[mCD],MTL-FX-EB_Area[km2],MTL-FX-EB_power[MW],MTL-FX-EB_turbQ[m3/s],MTL-FX-EB_SlQ[m3/s],MTL-FX-EB_Mode[-],energy[MWh],value[Currency]
287.992,-0.132167,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.05,-0.1918,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.108,-0.251067,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.167,-0.310333,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.225,-0.3696,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.283,-0.427933,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.342,-0.485567,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.4,-0.5432,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.458,-0.600833,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.517,-0.658,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.575,-0.714,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.633,-0.77,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.692,-0.826,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.75,-0.882,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.808,-0.9345,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.867,-0.987,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.925,-1.0395,0.3607,45.061,0,0,0,2,12011.7,12011.7
288.983,-1.092,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.042,-1.14183,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.1,-1.1906,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.158,-1.23937,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.217,-1.28813,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.275,-1.3348,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.333,-1.37867,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.392,-1.42253,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.45,-1.4664,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.508,-1.5091,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.567,-1.5448,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.625,-1.5805,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.683,-1.6162,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.742,-1.6519,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.8,-1.6816,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.858,-1.7103,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.917,-1.739,0.3607,45.061,0,0,0,2,12011.7,12011.7
289.975,-1.7677,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.033,-1.794,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.092,-1.8185,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.15,-1.843,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.208,-1.8675,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.267,-1.88987,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.325,-1.9069,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.383,-1.92393,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.442,-1.94097,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.5,-1.958,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.558,-1.9636,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.617,-1.9692,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.675,-1.9748,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.733,-1.9804,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.792,-1.98,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.85,-1.9772,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.908,-1.9744,0.3607,45.061,0,0,0,2,12011.7,12011.7
290.967,-1.9716,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.025,-1.9636,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.083,-1.94867,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.142,-1.93373,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.2,-1.9188,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.258,-1.9028,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.317,-1.8804,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.375,-1.858,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.433,-1.8356,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.492,-1.8132,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.55,-1.7818,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.608,-1.7489,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.667,-1.716,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.725,-1.6831,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.783,-1.64353,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.842,-1.59897,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.9,-1.5544,0.3607,45.061,0,0,0,2,12011.7,12011.7
291.958,-1.50983,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.017,-1.46253,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.075,-1.4084,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.133,-1.35427,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.192,-1.30013,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.25,-1.246,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.308,-1.1809,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.367,-1.1158,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.425,-1.0507,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.483,-0.9856,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.542,-0.9145,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.6,-0.841,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.658,-0.7675,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.717,-0.694,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.775,-0.6183,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.833,-0.539667,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.892,-0.461033,0.3607,45.061,0,0,0,2,12011.7,12011.7
292.95,-0.3824,0.3607,45.061,0,0,0,2,12011.7,12011.7
293.008,-0.302867,0.3607,45.061,0,0,0,2,12011.7,12011.7
293.067,-0.217933,0.3607,45.061,0,0,0,2,12011.7,12011.7
293.125,-0.133,0.3607,45.061,0,0,0,2,12011.7,12011.7
293.183,-0.0480667,0.3607,45.061,0,0,0,2,12011.7,12011.7
293.242,0.0368667,0.3607,45.061,0,0,0,2,12011.7,12011.7
293.3,0.1258,0.3607,45.061,0,0,0,2,12011.7,12011.7
293.358,0.2154,0.3607,45.061,0,0,0,2,12011.7,12011.7
293.417,0.305,0.3607,45.061,0,0,0,2,12011.7,12011.7
293.475,0.3946,0.3946,45.2848,0,0,0,2,12011.7,12011.7
293.533,0.481933,0.3946,45.2848,0,0,0,2,12011.7,12011.7
293.592,0.567567,0.3946,45.2848,0,0,0,2,12011.7,12011.7
293.65,0.6532,0.3946,45.2848,0,0,0,2,12011.7,12011.7
293.708,0.738833,0.3946,45.2848,0,0,0,2,12011.7,12011.7
293.767,0.825133,0.3946,45.2848,0,0,0,2,12011.7,12011.7
293.825,0.9131,0.3946,45.2848,0,0,0,2,12011.7,12011.7
293.883,1.00107,0.3946,45.2848,0,0,0,2,12011.7,12011.7
293.942,1.08903,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294,1.177,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.058,1.2575,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.117,1.338,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.175,1.4185,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.233,1.499,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.292,1.57667,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.35,1.6532,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.408,1.72973,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.467,1.80627,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.525,1.8811,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.583,1.95367,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.642,2.02623,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.7,2.0988,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.758,2.17037,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.817,2.23593,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.875,2.3015,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.933,2.36707,0.3946,45.2848,0,0,0,2,12011.7,12011.7
294.992,2.43263,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.05,2.49,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.108,2.546,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.167,2.602,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.225,2.658,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.283,2.70707,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.342,2.75093,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.4,2.7948,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.458,2.83867,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.517,2.8806,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.575,2.9177,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.633,2.9548,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.692,2.9919,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.75,3.029,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.808,3.05933,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.867,3.08967,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.925,3.12,0.3946,45.2848,0,0,0,2,12011.7,12011.7
295.983,3.15033,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.042,3.17483,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.1,3.197,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.158,3.21917,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.217,3.24133,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.275,3.2607,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.333,3.27633,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.392,3.29197,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.45,3.3076,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.508,3.32093,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.567,3.32047,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.625,3.32,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.683,3.31953,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.742,3.31907,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.8,3.309,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.858,3.29733,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.917,3.28567,0.3946,45.2848,0,0,0,2,12011.7,12011.7
296.975,3.274,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.033,3.26007,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.092,3.24443,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.15,3.2288,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.208,3.21317,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.267,3.1936,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.325,3.1642,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.383,3.1348,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.442,3.1054,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.5,3.076,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.558,3.04077,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.617,3.00553,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.675,2.9703,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.733,2.93507,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.792,2.8935,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.85,2.8494,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.908,2.8053,0.3946,45.2848,0,0,0,2,12011.7,12011.7
297.967,2.7612,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.025,2.713,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.083,2.65933,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.142,2.60567,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.2,2.552,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.258,2.49707,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.317,2.43453,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.375,2.372,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.433,2.30947,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.492,2.24693,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.55,2.1846,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.608,2.1223,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.667,2.06,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.725,1.9977,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.783,1.92967,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.842,1.85733,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.9,1.785,0.3946,45.2848,0,0,0,2,12011.7,12011.7
298.958,1.71267,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.017,1.64027,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.075,1.5677,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.133,1.49513,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.192,1.42257,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.25,1.35,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.308,1.28233,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.367,1.21467,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.425,1.147,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.483,1.07933,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.542,1.013,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.6,0.9472,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.658,0.8814,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.717,0.8156,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.775,0.749,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.833,0.681333,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.892,0.613667,0.3946,45.2848,0,0,0,2,12011.7,12011.7
299.95,0.546,0.3946,45.2848,0,0,0,2,12011.7,12011.7
300.008,0.478667,0.3946,45.2848,0,0,0,2,12011.7,12011.7
300.067,0.413333,0.3946,45.2848,0,0,0,2,12011.7,12011.7
300.125,0.348,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.183,0.282667,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.242,0.217333,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.3,0.1554,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.358,0.0940333,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.417,0.0326667,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.475,-0.0287,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.533,-0.0892667,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.592,-0.149233,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.65,-0.2092,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.708,-0.269167,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.767,-0.329067,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.825,-0.3888,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.883,-0.448533,0.348,44.9772,0,0,0,2,12011.7,12011.7
300.942,-0.508267,0.348,44.9772,0,0,0,2,12011.7,12011.7
301,-0.568,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.058,-0.623533,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.117,-0.679067,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.175,-0.7346,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.233,-0.790133,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.292,-0.843833,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.35,-0.8968,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.408,-0.949767,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.467,-1.00273,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.525,-1.0541,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.583,-1.10333,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.642,-1.15257,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.7,-1.2018,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.758,-1.25057,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.817,-1.29653,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.875,-1.3425,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.933,-1.38847,0.348,44.9772,0,0,0,2,12011.7,12011.7
301.992,-1.43443,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.05,-1.4778,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.108,-1.52073,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.167,-1.56367,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.225,-1.6066,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.283,-1.64087,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.342,-1.66863,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.4,-1.6964,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.458,-1.72417,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.517,-1.75167,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.575,-1.7785,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.633,-1.80533,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.692,-1.83217,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.75,-1.859,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.808,-1.87557,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.867,-1.89213,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.925,-1.9087,0.348,44.9772,0,0,0,2,12011.7,12011.7
302.983,-1.92527,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.042,-1.9355,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.1,-1.9432,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.158,-1.9509,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.217,-1.9586,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.275,-1.9627,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.333,-1.962,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.392,-1.9613,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.45,-1.9606,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.508,-1.9584,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.567,-1.9472,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.625,-1.936,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.683,-1.9248,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.742,-1.9136,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.8,-1.8956,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.858,-1.87647,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.917,-1.85733,0.348,44.9772,0,0,0,2,12011.7,12011.7
303.975,-1.8382,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.033,-1.81267,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.092,-1.78233,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.15,-1.752,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.208,-1.72167,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.267,-1.68907,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.325,-1.6508,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.383,-1.61253,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.442,-1.57427,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.5,-1.536,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.558,-1.4849,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.617,-1.4338,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.675,-1.3827,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.733,-1.3316,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.792,-1.273,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.85,-1.2114,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.908,-1.1498,0.348,44.9772,0,0,0,2,12011.7,12011.7
304.967,-1.0882,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.025,-1.0227,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.083,-0.952,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.142,-0.8813,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.2,-0.8106,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.258,-0.738633,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.317,-0.659067,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.375,-0.5795,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.433,-0.499933,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.492,-0.420367,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.55,-0.3346,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.608,-0.2478,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.667,-0.161,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.725,-0.0742,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.783,0.0136667,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.842,0.102333,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.9,0.191,0.348,44.9772,0,0,0,2,12011.7,12011.7
305.958,0.279667,0.348,44.9772,0,0,0,2,12011.7,12011.7
306.017,0.3684,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.075,0.4573,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.133,0.5462,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.192,0.6351,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.25,0.724,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.308,0.8101,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.367,0.8962,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.425,0.9823,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.483,1.0684,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.542,1.153,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.6,1.237,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.658,1.321,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.717,1.405,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.775,1.4855,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.833,1.56133,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.892,1.63717,0.3684,45.1119,0,0,0,2,12011.7,12011.7
306.95,1.713,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.008,1.78837,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.067,1.86093,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.125,1.9335,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.183,2.00607,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.242,2.07863,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.3,2.1454,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.358,2.2112,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.417,2.277,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.475,2.3428,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.533,2.4038,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.592,2.4612,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.65,2.5186,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.708,2.576,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.767,2.63027,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.825,2.6767,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.883,2.72313,0.3684,45.1119,0,0,0,2,12011.7,12011.7
307.942,2.76957,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308,2.816,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.058,2.85007,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.117,2.88413,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.175,2.9182,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.233,2.95227,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.292,2.98183,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.35,3.0096,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.408,3.03737,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.467,3.06513,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.525,3.0894,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.583,3.109,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.642,3.1286,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.7,3.1482,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.758,3.16667,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.817,3.17833,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.875,3.19,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.933,3.20167,0.3684,45.1119,0,0,0,2,12011.7,12011.7
308.992,3.21333,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.05,3.2158,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.108,3.21673,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.167,3.21767,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.225,3.2186,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.283,3.21207,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.342,3.19993,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.4,3.1878,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.458,3.17567,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.517,3.16133,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.575,3.1415,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.633,3.12167,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.692,3.10183,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.75,3.082,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.808,3.05563,0.3684,45.1119,0,0,0,2,12011.7,12011.7
309.867,3.02927,0.3684,45.1119,0,0,0,2,12011.7,12011.7
